"lost_clodif_natural_transition","pci.mean","pci.nz.mean","pci.sd","count","frac"
FALSE,0.239464746368095,0.363962842088464,0.202096690030991,14205,0.245961248766298
TRUE,0.531313985225589,0.531313985225589,0.156840411281545,43548,0.754038751233702
